Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu05216:Thyroid cancer	3	0.949367088607595	0.09198687025948159	NRAS, CDH1, LEF1	136	37	9789	5.836049284578697	0.9999999999666549	1.0	1.0
KEGG_PATHWAY	mmu05225:Hepatocellular carcinoma	6	1.89873417721519	0.09433764996249502	FZD1, NRAS, SMARCD2, PRKCB, FZD7, LEF1	136	175	9789	2.46781512605042	0.9999999999825587	1.0	1.0
BIOCARTA	M_gsk3Pathway:Inactivation of Gsk3 by AKT causes accumulation of b-catenin in Alveolar Macrophages	3	0.949367088607595	0.09471685807108832	FZD1, LEF1, GNAI1	26	27	1286	5.495726495726497	0.9998425908006424	1.0	1.0
KEGG_PATHWAY	mmu05203:Viral carcinogenesis	7	2.2151898734177213	0.09531069685738362	CDC20, NRAS, JUN, CCND2, SYK, GTF2B, SCRIB	136	228	9789	2.2098490712074303	0.999999999986669	1.0	1.0
GOTERM_BP_DIRECT	GO:0010468~regulation of gene expression	9	2.848101265822785	0.09538258008024056	NRAS, COL2A1, CDH1, TET3, ATXN7L3B, CTCF, STX3, KLF15, FGFR1	304	456	29775	1.9331068213296396	1.0	1.0	0.9982598607888631
UP_SEQ_FEATURE	LIPID:N-myristoyl glycine	6	1.89873417721519	0.09573227041800511	PCMTD2, NDUFAF4, SVIP, HMGCLL1, GNAI1, NKD1	297	181	22194	2.4771471622300356	1.0	1.0	1.0
KEGG_PATHWAY	mmu04611:Platelet activation	5	1.5822784810126582	0.09627929055097433	RAP1B, STIM1, SYK, RASGRP2, GNAI1	136	126	9789	2.8562675070028014	0.9999999999898009	1.0	1.0
GOTERM_MF_DIRECT	GO:0015183~L-aspartate transmembrane transporter activity	2	0.6329113924050633	0.09716878596131721	UCP2, SLC1A4	297	10	29110	19.602693602693602	1.0	0.9255966972457301	0.9006703948064376
GOTERM_MF_DIRECT	GO:0051880~G-quadruplex DNA binding	2	0.6329113924050633	0.09716878596131721	RAD50, CNBP	297	10	29110	19.602693602693602	1.0	0.9255966972457301	0.9006703948064376
GOTERM_BP_DIRECT	GO:0000290~deadenylation-dependent decapping of nuclear-transcribed mRNA	2	0.6329113924050633	0.09724140048764572	CNOT7, DCP1B	304	10	29775	19.588815789473685	1.0	1.0	0.9982598607888631
